Rating Agency Name,Name,Rating,Rating Outlook,date_x,Clean_Name,Symbol,Sector,industry,month_rating,year_change,year,Year,date_y,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue
Standard & Poor's Ratings Services,Baytex Energy Corp.,BB,Negative,8/12/2016,baytex energy,BTE,Energy,Oil & Gas Production,8,0,2016,2016,12/31/2016,0.007199989,0.007199989,0.007199989,,,,,,,,,,0.010612481,-277.1700555,,2.031655004,0.989387519,1,,0,,,,,,,,,,,0,0,0,1.27E-05,0,,,,,,,,,,,-1118.483084,,,,-1541063.724,,,-1106.609634,
Standard & Poor's Ratings Services,Baytex Energy Corp.,BB,Stable,10/27/2011,baytex energy,BTE,Energy,Oil & Gas Production,10,0,2011,2011,12/31/2011,0.86302181,0.774400474,0.774400474,0,,,,,1,0.180691865,0.180691865,0.180691865,0,3.313612903,,4.236890588,1,1,0.180691865,0,,,,,,,,,0,,18.33847312,0,0,0.067952926,0,0,,,,,,,,,7.786588276,43.09318679,,,,32.29604778,7.786588276,,44.97453645,
Standard & Poor's Ratings Services,Hasbro Inc.,BBB,Stable,4/16/2015,hasbro,HAS,Consumer Non-Durables,Recreational Products/Toys,4,1,2015,2014,12/28/2014,2.529550651,1.875354208,0.830904037,93.41508255,72.97799304,166.3930756,45.6792652,47.73581735,0.602924993,0.148549041,0.126247806,0.097243365,0.234594102,0.091773382,0.28378264,0.156191933,0.770257858,1,0.126247806,0.676606779,2.092210766,0.515572494,0.55288404,-5.800210531,0.25072667,3.092210766,3.907291949,7.990496309,5.00150778,18.01012678,0.943749556,3.538723318,2.655714853,7.173910335,0.521373789,0.106240124,0.75047259,0.25072667,1.799782954,4.007575758,1.375989801,0.521373789,4.788042246,4.788042246,1.640711135,16.87221684,20.57826349,15.44342269,15.44342269,9.828693562,1.640711135,0.030901321,9.443854315,4.788042246
Standard & Poor's Ratings Services,Hasbro Inc.,BBB,Stable,3/11/2016,hasbro,HAS,Consumer Non-Durables,Recreational Products/Toys,3,1,2016,2015,12/27/2015,2.691594491,2.085775849,0.917440241,99.94701528,83.68325489,183.6302702,52.49846008,47.44855521,0.622927576,0.15557765,0.135787246,0.101593499,0.260041562,0.09571385,0.271553253,0.165181465,0.748181449,1,0.135787246,0.647531932,1.837136442,0.48181464,0.50707671,-6.218107123,0.322750541,2.837136442,3.651934967,6.952584885,4.361685029,18.72422504,0.942125741,4.419347871,3.283226405,8.021734957,0.499729992,0.124214476,0.742921015,0.322750541,3.357042592,3.889855093,1.501947969,0.499729992,5.434024348,5.434024348,2.032977107,20.01089767,22.03015908,16.36666814,16.36666814,11.34798749,2.032977107,0.024972892,10.98855017,5.434024348
Standard & Poor's Ratings Services,Hasbro Inc.,BBB,Stable,4/1/2014,hasbro,HAS,Consumer Non-Durables,Recreational Products/Toys,4,1,2014,2013,12/29/2013,1.81947729,1.323364973,0.500593422,97.78440663,76.10122177,173.8856284,43.37473347,54.40967315,0.590191901,0.114423086,0.086185318,0.070109503,0.192978267,0.065011504,0.170118698,0.115769498,0.813473859,1,0.086185318,0.617846214,1.616747595,0.363288621,0.365290107,-3.33212104,0.414295408,2.616747595,3.732701487,8.415037299,4.796243628,17.27802068,0.927285192,3.081222251,2.22067657,5.457553039,0.545527921,0.098264716,0.720712883,0.414295408,48.14354297,3.580544671,1.495868138,0.545527921,4.021633175,4.021633175,1.657399855,23.64015968,23.40277765,16.86668334,16.86668334,13.96162946,1.657399855,0.023076321,10.13490764,4.021633175
Standard & Poor's Ratings Services,Hasbro Inc.,BBB,Stable,3/29/2013,hasbro,HAS,Consumer Non-Durables,Recreational Products/Toys,3,1,2013,2012,12/30/2012,2.611527068,1.957092359,0.884704327,91.93851747,68.99477566,160.9332931,30.54204596,61.39647152,0.591101259,0.134944313,0.027853625,0.082171777,1.0308184,0.077680679,0.2229028,0.033846842,2.95012863,1,0.027853625,0.651504247,1.869475427,0.480894345,0.518126761,-1.249635181,0.329960896,2.869475427,3.970044439,11.95073835,5.290255625,17.74624372,0.945345006,4.11169628,3.249901974,6.532794637,0.671025807,0.13078949,0.790404192,0.329960896,2.383598155,4.771087777,1.584322555,0.671025807,3.211596911,3.211596911,1.183935893,14.40805996,11.45265313,9.052225035,9.052225035,8.501470442,1.183935893,0.046572947,7.544548982,3.211596911
Standard & Poor's Ratings Services,Hasbro Inc.,BBB,Stable,3/23/2012,hasbro,HAS,Consumer Non-Durables,Recreational Products/Toys,3,1,2012,2011,12/25/2011,2.391580994,1.778828114,0.680948783,88.11430587,66.38888057,154.5031864,26.80735821,61.30694767,0.571526108,0.138599618,0.030860402,0.089921595,0.763872821,0.093291717,0.271860968,0.041479662,2.913818003,1,0.030860402,0.65684034,1.914095442,0.497047425,0.527308602,-1.485643998,0.250470182,2.914095442,4.142346653,13.61566467,5.497908639,19.6567716,1.037478448,2.959648192,2.130291504,4.795050178,0.399691722,0.092418802,0.719778624,0.250470182,2.195139389,3.568607134,1.494515405,0.399691722,3.235319704,3.235319704,1.070124599,11.90064071,16.08700027,11.57907892,11.57907892,7.224745013,1.070124599,0.033585731,6.992406437,3.235319704
Standard & Poor's Ratings Services,Hasbro Inc.,BBB,Stable,4/4/2011,hasbro,HAS,Consumer Non-Durables,Recreational Products/Toys,4,1,2011,2010,12/26/2010,3.089935879,2.349813092,1.012513895,87.66688297,77.64078695,165.3076699,28.25066905,59.41621392,0.572199619,0.146885395,0.126861463,0.099384308,0.216591822,0.097173232,0.246222035,0.15046119,0.783408178,1,0.126861463,0.605343072,1.533846306,0.463867955,0.46644762,-6.183261886,0.260563824,2.533846306,4.163487826,12.92004799,4.701137306,17.13400548,0.977752267,,,,0.334499889,0.091945576,0.694014093,0.260563824,25.25954146,3.268124373,1.4980195,,,,,,0,,,,,,0.932257225,
Standard & Poor's Ratings Services,MasTec Inc.,BB,Stable,4/30/2013,mastec,MTZ,Basic Industries,Water Supply,4,1,2013,2012,12/31/2012,1.483725425,1.354580262,0.037384052,85.90580658,9.458441063,95.36424764,44.4035941,41.50221248,0.130834882,0.051711809,0.051711809,0.028825351,0.394771662,0.044613349,0.125326072,0.113215472,0.557422984,1,0.051711809,0.644021805,1.809160822,0.389258957,0.41131976,5.098386243,0.287409483,2.809160822,4.248839683,8.220055322,38.58986883,10.63717943,1.547712271,2.199105717,1.181079527,1.006694347,0,0.046188555,0.537072646,0.287409483,3.272777398,2.160166152,,,2.569680881,2.569680881,0.591033863,20.50396087,23.82566063,12.79611061,12.79611061,6.180981737,0.591033863,,9.442170355,2.569680881
Standard & Poor's Ratings Services,MasTec Inc.,BB,Stable,4/11/2012,mastec,MTZ,Basic Industries,Water Supply,4,1,2012,2011,12/31/2011,1.417517023,1.236685412,0.034950633,80.62194726,12.46390859,93.08585585,42.99678714,37.62516012,0.133894676,0.057835936,0.057835936,0.035228252,0.391060008,0.050933981,0.130679093,0.115948585,0.609106633,1,0.057835936,0.610236192,1.565656379,0.362239362,0.378934989,4.9722,0.011771695,2.565656379,4.527303202,8.489006371,29.28455367,11.28720511,1.445827657,0.070891436,-0.801684067,0.644350344,0,0.001936206,-11.30861655,0.011771695,0.170395718,0.081243899,,,1.671694066,1.671694066,0.450652498,12.79236045,-20.58167385,232.7502575,232.7502575,4.048778461,0.450652498,,7.12846223,1.671694066
Standard & Poor's Ratings Services,MasTec Inc.,BB,Stable,4/21/2015,mastec,MTZ,Basic Industries,Water Supply,4,1,2015,2014,12/31/2014,1.561659911,1.353533881,0.024528775,103.1692984,10.35038787,113.5196863,44.5332586,58.63603982,0.137438655,0.043026556,0.043026556,0.025136156,0.385168573,0.032526277,0.10136133,0.0768176,0.584200978,1,0.043026556,0.679105663,2.116290579,0.481290536,0.498053283,,0.284643855,3.116290579,3.537874208,8.196121538,35.26437892,7.401171207,1.294003614,4.040011006,2.673533201,0.300914287,0,0.070040069,0.661763841,0.284643855,4.386888675,2.956514178,,,1.294727686,1.294727686,0.321073897,12.77338889,6.9271629,4.584145927,4.584145927,3.93312291,0.321073897,,7.19376566,1.294727686
Standard & Poor's Ratings Services,MasTec Inc.,BB,Positive,5/10/2011,mastec,MTZ,Basic Industries,Water Supply,5,1,2011,2010,12/31/2010,1.483265645,1.278336594,0.365031734,,,,,,,,,,0.411764706,5.44E-05,0.000137808,0.000130849,0.588235294,1,,0.605537532,1.535285822,0.027400667,,-5.275862069,,2.53540985,0,0,0,0,0,2.86638883,2.86638883,2.334928481,0,,1,,,,,,1.738889234,1.738889234,,12618.17244,5.208644355,5.208644355,5.208644355,3696342.776,,,16.80053889,1.738889234
Standard & Poor's Ratings Services,MasTec Inc.,BB,Stable,4/15/2014,mastec,MTZ,Basic Industries,Water Supply,4,1,2014,2013,12/31/2013,1.581962725,1.401816495,0.027771923,95.73488937,6.956809302,102.6916987,42.11820956,53.61667981,0.148543732,0.055543545,0.055543545,0.0325912,0.385248154,0.048276533,0.138718163,0.114710337,0.586768465,1,0.055543545,0.65198117,1.873407743,0.429648602,0.445635581,,0.245349847,2.873407743,3.812612125,8.666085377,52.46658118,8.85987192,1.481275076,2.605228605,0.963482963,0.298051298,0,0.046338005,0.369826648,0.245349847,3.900692931,1.586864944,,,2.710995425,2.710995425,0.636936023,19.54319,37.16723736,13.74543483,13.74543483,5.789596371,0.636936023,,9.055519026,2.710995425
Standard & Poor's Ratings Services,MasTec Inc.,BB,Negative,1/20/2016,mastec,MTZ,Basic Industries,Water Supply,1,1,2016,2015,12/31/2015,1.504939631,1.294005359,0.006620713,79.0227216,8.886305415,87.90902702,34.18646506,44.83625654,0.11572928,-0.016098072,-0.016098072,-0.018798431,-0.176497505,-0.02690636,-0.084198091,-0.030970903,1.167744221,1,-0.016098072,0.68043978,2.129300638,0.501563367,0.521284076,,0.35911107,3.129300638,4.618924692,10.67674003,41.07443791,7.532805768,1.431308854,4.564760402,3.516045671,0.782802619,0,0.087306129,0.770258537,0.35911107,4.731411131,4.352718872,,,1.322679694,1.322679694,0.295307203,-15.7091412,4.391296771,3.382433828,3.382433828,-4.86951373,0.295307203,,21.62511511,1.322679694
Standard & Poor's Ratings Services,Titan International Inc.,B,Stable,3/25/2016,titan,TWI,Basic Industries,Steel/Iron Ore,3,1,2016,2015,12/31/2015,2.628688952,1.39817547,0.741170765,46.42122972,78.34263486,124.7638646,35.76178914,10.65944058,0.098804033,-0.017407159,-0.037286408,-0.054226106,-0.736088144,-0.059311115,-0.219188603,-0.051742424,1.454312964,1,-0.037286408,0.729406026,2.6955738,0.581981264,0.597216013,-1.528149976,0.124954557,3.6955738,7.862781796,10.20642448,4.659021242,3.099353362,1.093774188,1.190591478,0.288680721,3.729402563,-0.014239816,0.045835481,0.242468325,0.124954557,2.047594645,1.320076813,1.291358623,-0.014239816,0.466841902,0.466841902,0.115494228,-2.129863948,10.39210374,2.519755983,2.519755983,-7.109167313,0.115494228,0.006685787,10.42206489,0.466841902
Standard & Poor's Ratings Services,Titan International Inc.,B,Stable,12/13/2012,titan,TWI,Basic Industries,Steel/Iron Ore,12,0,2012,2012,12/31/2012,2.120409096,1.054604603,0.409602752,59.70098502,87.60373957,147.3047246,43.05407526,16.64690975,0.161554652,0.09595766,0.099178987,0.052482097,0.479656427,0.05643648,0.160740781,0.146639695,0.52916549,1,0.099178987,0.648897559,1.848171599,0.42614288,0.496947177,6.5287801,0.221661027,2.848171599,6.113801973,8.477710827,4.166488803,3.203478879,1.075347276,3.000645459,1.485200553,4.359474412,0.00884326,0.071494246,0.494960359,0.221661027,0.892778513,1.980042592,1.954914771,0.00884326,1.755767141,1.755767141,0.573260511,10.92297259,16.19983237,8.018274845,8.018274845,29.45474924,0.573260511,0.000809602,6.301699715,1.755767141
Standard & Poor's Ratings Services,Titan International Inc.,B,Negative,4/1/2015,titan,TWI,Basic Industries,Steel/Iron Ore,4,1,2015,2014,12/31/2014,2.772055605,1.332744167,0.668038441,38.39194588,70.53998013,108.931926,31.13867035,7.253275528,0.074197308,-0.051502827,-0.080317505,-0.042447826,0.143315993,-0.053794015,-0.157305546,-0.127489599,0.528500302,1,-0.080317505,0.658028487,1.924220178,0.492563477,0.505434473,-4.16376764,0.218221052,2.924220178,9.507202399,11.72175934,5.17437061,3.594002055,1.267297309,2.132306484,1.039927473,3.785614147,-0.013335653,0.06017957,0.48770075,0.218221052,4.348416117,1.95198412,1.916789891,-0.013335653,0.93503002,0.93503002,0.252311457,-5.944037235,8.596753366,4.192643068,4.192643068,-19.76677814,0.252311457,0.002243535,-89.6253985,0.93503002
Standard & Poor's Ratings Services,Titan International Inc.,B,Stable,9/24/2013,titan,TWI,Basic Industries,Steel/Iron Ore,9,0,2013,2013,12/31/2013,2.607226098,1.180018677,0.489845332,44.37722633,75.19558126,119.5728076,34.5227266,9.854499726,0.136434961,0.047326325,0.025297711,0.01627153,0.457613184,0.019330332,0.051190668,0.0381512,0.643201666,1,0.025297711,0.622385628,1.648204292,0.419847193,0.454395079,1.161587436,0.203662997,2.648204292,8.224939461,10.57274543,4.854008625,3.386930638,1.18798494,2.199306171,0.688512227,3.64086804,0.029711689,0.053914434,0.313058835,0.203662997,1.554056034,1.455728744,1.436971063,0.029711689,1.361214253,1.361214253,0.432677257,26.59106235,25.63498412,8.025258253,8.025258253,87.67099869,0.432677257,0.001117356,7.304444832,1.361214253
Standard & Poor's Ratings Services,Titan International Inc.,B,Stable,12/13/2011,titan,TWI,Basic Industries,Steel/Iron Ore,12,0,2011,2011,12/31/2011,3.212185519,1.978169839,0.734897534,46.5214849,55.51743978,102.0389247,22.27247807,24.24900683,0.156091669,0.088885795,0.064488991,0.039106979,0.393753585,0.057559938,0.147131229,0.114910368,0.606413265,1,0.064488991,0.608785037,1.55613945,0.445760882,0.454724678,3.796468585,0.013428235,2.55613945,7.845837269,16.38793846,6.574510667,4.442221173,1.471858464,0.10624865,-0.751806419,3.796912884,0.013911817,0.002976467,-7.075915047,0.013428235,0.377548409,0.123824978,0.121084453,0.013911817,2.552715041,2.552715041,0.678502957,17.34991987,-32.21573983,227.9558382,227.9558382,44.9273085,0.678502957,0.000801838,6.829453979,2.552715041
Standard & Poor's Ratings Services,Titan International Inc.,B,Stable,12/16/2010,titan,TWI,Basic Industries,Steel/Iron Ore,12,0,2010,2010,12/31/2010,5.283423386,3.557047416,2.59331045,2707205,7785571.667,10492776.67,2146260.833,560944.1667,0.5,-1384.166667,-2500.5,-2053.75,0.229854029,-0.03129643,-0.088550743,-0.043166834,0.821335733,1,-2500.5,0.646570663,1.829419902,0.57305727,,-1.846977718,,2.829419902,0.000134825,0.000170063,4.69E-05,4.84E-05,1.52E-05,,,,-0.028687361,4225.916667,1,,,,,,,,,,0,,,,,,6.397098821,
Standard & Poor's Ratings Services,Titan International Inc.,B,Negative,8/24/2016,titan,TWI,Basic Industries,Steel/Iron Ore,8,0,2016,2016,12/31/2016,1.983687695,1.030338374,0.403784171,51.73869239,87.52440083,139.2630932,48.18553181,3.553160582,0.112589757,-0.016857409,-0.025962922,-0.026856642,-0.099859995,-0.026910783,-0.115652393,-0.036635011,1.034422936,1,-0.025962922,0.767313221,3.297622775,0.581755457,0.632680203,-1.009742156,0.085939167,4.297622775,7.054681577,7.574887862,4.170265623,2.894542785,1.002015914,0.806810594,0.028785518,3.669170562,-0.031806279,0.034373847,0.035678161,0.085939167,0.446556892,1.036998188,1.010946106,-0.031806279,2.423607421,2.423607421,0.562806834,-20.95596434,458.9113144,16.37311172,16.37311172,-70.23446095,0.562806834,0.001517767,27.85417874,2.423607421
Standard & Poor's Ratings Services,New Gold Inc.,BB,Stable,11/25/2014,new gold,NGD,Basic Industries,Precious Metals,11,0,2014,2014,12/31/2014,6.048617731,3.863679695,3.531935176,17.49586777,147.4630189,164.9588867,56.31461746,-38.8187497,0.134022039,-0.528787879,-0.564049587,-0.657162534,-0.165079365,-0.122906899,-0.210065164,-0.101352961,1.165079365,1.069749216,-0.527272727,0.414910608,0.709140542,0.277952631,,-14.33707865,,1.709140542,20.86206897,6.481443299,2.47519685,0.241300229,0.187026637,0.533918645,-0.020856197,0.735925811,0,0.370247934,-0.0390625,,,-0.962406015,,,1.010796293,1.010796293,3.162149505,-4.811822554,-218.6400515,8.540627012,8.540627012,22.4305553,3.162149505,,-16.99769606,1.010796293
Standard & Poor's Ratings Services,New Gold Inc.,B,Stable,11/10/2016,new gold,NGD,Basic Industries,Precious Metals,11,0,2016,2016,12/31/2016,2.337514253,1.374002281,1.05986317,25.90187452,194.7024811,220.6043556,129.8528175,-103.950943,0.090283091,0.010520275,-0.017406274,-0.013389441,0.230769231,-0.001779812,-0.003376423,0.000212902,0.769230769,-11.375,0.001530222,0.472870582,0.897067336,0.300232896,,0.080808081,,1.897067336,14.0916442,2.810874704,1.874655104,0.163820387,0.132926519,0.553909896,-0.537225863,0.40022051,0,0.539785769,-0.969879518,,,-0.50764526,,,0.86746386,0.86746386,3.439988666,-256.9180107,-6.570793112,6.372877657,6.372877657,1211.961099,3.439988666,,12.44170102,0.86746386
Standard & Poor's Ratings Services,New Gold Inc.,BB,Stable,11/8/2012,new gold,NGD,Basic Industries,Precious Metals,11,0,2012,2012,12/31/2012,5.180688876,4.14850367,3.883681536,21.6333881,155.0477534,176.6811415,95.62730627,-73.99391818,0.417793504,0.346139265,0.352331606,0.251484898,0.286226686,0.046455167,0.074350831,0.071884284,0.713773314,0.944444444,0.373056995,0.375189672,0.600485709,0.240558409,,18,,1.600485709,16.87206823,3.816901408,2.354113439,0.252416345,0.184723487,0.729151899,-0.389285616,1.490816517,0,0.425123215,-0.533888228,,,-0.651937984,,,1.840949947,1.840949947,6.226845106,24.76031423,-27.43486933,14.64715378,14.64715378,-105.7719162,6.226845106,,12.36583017,1.840949947
Standard & Poor's Ratings Services,New Gold Inc.,B,Stable,2/2/2016,new gold,NGD,Basic Industries,Precious Metals,2,1,2016,2015,12/31/2015,4.172437203,3.017651052,2.27766463,55.8072661,144.4411631,200.2484292,77.99712252,-22.18985642,0.073783139,-0.380418011,-0.43245897,-0.282508066,0.346740188,-0.054795266,-0.095923033,-0.076469588,0.653259812,1.142698295,-0.378454201,0.428757992,0.750571537,0.272790247,,-7.007792208,,1.750571537,6.540366972,4.679659816,2.526980482,0.254316495,0.193960005,0.520331959,-0.251447546,0.66478055,0,0.368354608,-0.483244478,,,-0.674197689,,,0.567269794,0.567269794,1.670696675,-5.913801688,-9.385655319,4.535566108,4.535566108,27.634857,1.670696675,,-57.85703028,0.567269794
Standard & Poor's Ratings Services,New Gold Inc.,BB,Stable,3/27/2012,new gold,NGD,Basic Industries,Precious Metals,3,1,2012,2011,12/31/2011,2.066278549,1.553963278,1.385579937,19.72122431,121.5707906,141.292015,96.16364592,-76.4424216,0.452938641,0.384825406,0.371317718,0.257220865,0.307275542,0.053136225,0.078426218,0.083773129,0.692724458,0.980645161,0.378646357,0.322468608,0.475946372,0.099325204,,51.66666667,,1.475946372,18.50797872,3.795613161,3.002365931,0.258190183,0.206578205,0.821717325,-0.212759381,0.775356329,0,0.471188389,-0.258920403,,,-0.794331395,,,1.935418265,1.935418265,6.347749172,24.67820474,-52.03060834,13.47178606,13.47178606,-91.18193003,6.347749172,,12.83396717,1.935418265
Standard & Poor's Ratings Services,New Gold Inc.,BB,Stable,3/28/2014,new gold,NGD,Basic Industries,Precious Metals,3,1,2014,2013,12/31/2013,7.072727273,4.638502674,4.432085561,9.034885212,126.8477729,135.8826581,53.7167564,-44.68187119,0.213928434,-0.230858022,-0.245735539,-0.245222521,0.002087683,-0.045498893,-0.070296702,-0.036823403,0.997912317,1.266358229,-0.194048993,0.352759203,0.545020038,0.240760384,,-3.754342432,,1.545020038,40.39896373,6.794900222,2.877464789,0.233687996,0.185541251,0.361132245,-0.246637147,0.870582911,0,0.220469411,-0.682955207,,,-0.594192879,,,0.841786096,0.841786096,2.9364807,-11.97475942,-19.50233392,13.31922049,13.31922049,52.77796615,2.9364807,,100.281099,0.841786096
Standard & Poor's Ratings Services,Cooper-Standard Holdings,BB,Stable,5/18/2015,cooper-standard,CPS,Capital Goods,Auto Parts:O.E.M.,5,1,2015,2014,12/31/2014,1.991674257,1.218196454,0.505043443,42.42208122,22.22802186,64.65010308,43.03585077,-0.613769543,0.157037929,0.050711671,0.027214351,0.013187168,0.484917821,0.020057981,0.077926502,0.055054207,0.484566678,1,0.027214351,0.742603857,2.885062099,0.577084413,0.588740224,,0.217654484,3.885062099,8.604009739,8.481300904,16.42071446,4.530625841,1.52102269,10.24530414,-1.260230689,16.03080521,0.088057224,0.052728016,-0.123005688,0.217654484,4.649460437,0.89046744,0.873340618,0.088057224,1.589046227,1.589046227,0.268907474,20.39160221,-41.46066307,5.099897404,5.099897404,3.159113805,0.268907474,0.004318308,5.019836121,1.589046227
Standard & Poor's Ratings Services,Cooper-Standard Holdings,BB,Stable,3/19/2014,cooper-standard,CPS,Capital Goods,Auto Parts:O.E.M.,3,1,2014,2013,12/31/2013,1.745672789,1.286044011,0.323359133,43.19590221,25.06474511,68.26064731,49.55252952,-6.356627317,0.152962814,0.045992256,0.029397109,0.015512166,0.501898671,0.022799148,0.077555609,0.059280966,0.527676576,1,0.029397109,0.70602838,2.40168891,0.514889209,0.52543963,-434.7033493,0.194699485,3.40168891,8.449875598,7.36592064,14.56228653,4.216855732,1.469759182,9.077842515,-3.411522661,25.03615789,0.099017542,0.04311768,-0.37580765,0.194699485,4.703907656,0.726845791,0.708501034,0.099017542,1.35715593,1.35715593,0.271449454,17.49913307,-16.75205053,6.295548739,6.295548739,2.383648196,0.271449454,0.005658426,5.288877937,1.35715593
Standard & Poor's Ratings Services,Cooper-Standard Holdings,BB,Negative,3/19/2013,cooper-standard,CPS,Capital Goods,Auto Parts:O.E.M.,3,1,2013,2012,12/31/2012,55.21530612,157.1695918,55.21530612,63.29449596,21.41156644,84.7060624,40.5585615,22.73593446,0.152343953,0.035867933,0.023355532,0.035684657,-0.468618563,0.050742926,0.163615703,0.033291656,1.527888831,1,0.023355532,0.689865186,2.224404211,0.417750328,,,,3.224404211,5.766694157,8.999332977,17.04686115,4.582986535,1.421981592,,,,0.06598965,0.029296727,-0.552908141,,,0.643953093,0.612262515,,,,,,0,,,,,,0.792931737,
Standard & Poor's Ratings Services,Cooper-Standard Holdings,BB,Positive,5/17/2016,cooper-standard,CPS,Capital Goods,Auto Parts:O.E.M.,5,1,2016,2015,12/31/2015,1.745591559,1.223125238,0.555080567,49.70176385,19.82095416,69.52271801,53.06126848,-3.359504632,0.175634886,0.052613614,0.045766369,0.033468908,0.269419824,0.048552874,0.185407065,0.094269912,0.731299187,1,0.045766369,0.738128241,2.818663008,0.548279855,0.563157106,,0.347577875,3.818663008,7.343803755,6.878840451,18.41485516,4.36757172,1.450685937,15.70854432,6.048938432,21.97662446,0.033661065,0.080885688,0.385073136,0.347577875,5.943311206,1.626209651,1.590191316,0.033661065,1.975617945,1.975617945,0.35663029,10.6555699,11.44994296,4.409065447,4.409065447,1.701929524,0.35663029,0.003159011,5.483266372,1.975617945
Standard & Poor's Ratings Services,Select Medical Corp.,B,Negative,11/16/2015,select medical,SEM,Health Care,Hospital/Nursing Management,11,0,2015,2015,12/31/2015,1.01554178,0.837741921,0.019567867,58.86032838,0,58.86032838,15.61689077,43.24343761,0.141926922,0.073419552,0.055689741,0.034930596,0.347528211,0.029533739,0.152150764,0.056501301,0.627235741,1,0.055689741,0.805891612,4.15176089,0.718237704,0.738282929,1.847539356,0.0859839,5.15176089,6.201120688,23.37212992,,4.331248756,0.845497718,1.634909553,0.202176062,0.113235225,0.100423755,0.055685199,0.123661925,0.0859839,0.892302094,1.141112121,1.064585664,0.100423755,1.413862204,1.413862204,0.324592849,9.292508108,47.13713343,5.829068637,5.829068637,8.593952036,0.324592849,0.010806959,9.309488844,1.413862204
Standard & Poor's Ratings Services,Select Medical Corp.,B,Positive,5/18/2011,select medical,SEM,Health Care,Hospital/Nursing Management,5,1,2011,2010,12/31/2010,0.85941172,0.716227145,0.008737724,53.96946814,0,53.96946814,13.66195737,40.30751077,0.170737024,0.098790105,0.051873204,0.034457744,0.335731338,0.030257677,0.105072205,0.055788723,0.664268662,1,0.051873204,0.700445173,2.432351891,0.160061676,0.275953735,1.103750323,0.483792903,3.472579987,6.763083139,26.71652312,,4.492181921,0.878109656,0.859879685,0.859879685,0.025968263,0,0.060468395,1,0.483792903,0.967585805,,,,1.43670157,1.43670157,0.4711569,13.67346931,7.791787753,7.791787753,7.791787753,16.67419221,0.4711569,,6.015976431,1.43670157
Standard & Poor's Ratings Services,Select Medical Corp.,B,Stable,11/19/2014,select medical,SEM,Health Care,Hospital/Nursing Management,11,0,2014,2014,12/31/2014,1.337758351,1.134877695,0.008503539,52.90612907,0,52.90612907,15.34041993,37.56570914,0.157479388,0.092813841,0.066491311,0.039356062,0.371065325,0.041242693,0.163116367,0.080539918,0.59189782,1,0.066491311,0.747157849,2.955036747,0.675881184,0.677418581,2.38509702,0.109880642,3.955036747,6.899011635,23.79335127,,5.651780347,1.047937489,1.322539643,0.584347341,0.025994761,0.4424051,0.055674079,0.441837297,0.109880642,15.69266139,1.791592298,1.148238366,0.4424051,2.358885918,2.358885918,0.569142527,14.46136868,23.13692397,10.22275595,10.22275595,13.53665522,0.569142527,0.030592201,9.140424271,2.358885918
Standard & Poor's Ratings Services,Select Medical Corp.,B,Positive,12/13/2011,select medical,SEM,Health Care,Hospital/Nursing Management,12,0,2011,2011,12/31/2011,1.259083498,1.108996765,0.031367044,53.84767982,0,53.84767982,15.11783052,38.72984931,0.176835715,0.110792735,0.065512406,0.040207423,0.38626245,0.040676775,0.13703751,0.076932128,0.61373755,1,0.065512406,0.691457199,2.329476032,0.013011828,0.02568939,,10.00774336,3.368937419,6.778379332,24.14367588,,5.498731442,1.011673263,,,,0,0.077421094,1,10.00774336,20.01548673,,,,,,,,0,,,,,,0.031066655,
Standard & Poor's Ratings Services,Select Medical Corp.,B,Stable,12/6/2012,select medical,SEM,Health Care,Hospital/Nursing Management,12,0,2012,2012,12/31/2012,1.167840953,1.029887016,0.103340601,44.54915769,0,44.54915769,13.37588959,31.1732681,0.171388373,0.114229414,0.082588186,0.050265025,0.368125642,0.053680051,0.206722563,0.102638209,0.608622459,1,0.082588186,0.740328048,2.851012763,0.670420496,0.672175307,2.565034229,0.203151452,3.851012763,8.193196436,27.28790468,,5.87968745,1.067940411,2.152399346,1.661036125,0.289290682,1.422707954,0.101283533,0.771713729,0.203151452,25.64674566,4.380464912,1.070264769,1.422707954,1.84042654,1.84042654,0.447503575,8.902881805,5.725342065,4.418325075,4.418325075,8.962755365,0.447503575,0.159803082,6.74400389,1.84042654
